job_name_jobs_list,company_name,job_page_link,jobs_country_jobs_list,posted_date,deadline,job_salary_jobs_list,job_page_full_url,job_name_job_page,company_name_job_page,job_country_job_page,job_time_job_page,job_salary_job_page,job_category,job_overview,job_description_details,company_reg_date,company_phone,active_job
Housemaid,DILIGENT OVERSEAS RECRUITMENT AGENCY LTD,./jobs?id=6628,Uganda,"Posted : 16 Jan, 2025","Deadline : 09 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6628,Housemaid,DILIGENT OVERSEAS RECRUITMENT AGENCY LTD,Saudi Arabia,"Jan 16, 2025 - Jan 16, 2027 ",SAR 900,Domestic Worker,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,"06 December, 2024",+256700328938,False
Housemaid,ENJAAZI LIMITED,./jobs?id=6810,Saudi Arabia,"25 Mar, 2025 - 25 Mar, 2027","Deadline : 18 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6810,Housemaid,Enjaazi Limited,Saudi Arabia,"Mar 25, 2025 - Mar 25, 2027 ",SAR 900,Domestic Worker,We are hiring capable people to work as housemaids in Kingdom of Saudi Arabia for a contract period of 2 years.,We are hiring capable people to work as housemaids in Kingdom of Saudi Arabia for a contract period of 2 years.,"06 December, 2024",+256-707-681801,True
Housemaid,ENJAAZI LIMITED,./jobs?id=6810,Uganda,"Posted : 25 Mar, 2025","Deadline : 18 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6810,Housemaid,Enjaazi Limited,Saudi Arabia,"Mar 25, 2025 - Mar 25, 2027 ",SAR 900,Domestic Worker,We are hiring capable people to work as housemaids in Kingdom of Saudi Arabia for a contract period of 2 years.,We are hiring capable people to work as housemaids in Kingdom of Saudi Arabia for a contract period of 2 years.,"06 December, 2024",+256-707-681801,False
Housemaid,GAMBY CONSULTS LIMITED,./jobs?id=6627,Saudi Arabia,"13 Jan, 2025 - 13 Jan, 2027","Deadline : 09 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6627,Housemaid,GAMBY CONSULTS LIMITED,Saudi Arabia,"Jan 13, 2025 - Jan 13, 2027 ",SAR 900,Domestic Worker,Washing kitchen dishes,Washing kitchen dishes,"04 November, 2024",+256782123123,False
Housemaid,GAMBY CONSULTS LIMITED,./jobs?id=6627,Uganda,"Posted : 13 Jan, 2025","Deadline : 09 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6627,Housemaid,GAMBY CONSULTS LIMITED,Saudi Arabia,"Jan 13, 2025 - Jan 13, 2027 ",SAR 900,Domestic Worker,Washing kitchen dishes,Washing kitchen dishes,"04 November, 2024",+256782123123,False
Housemaid,GOLDEN ARM LIMITED,./jobs?id=6821,Uganda,"Posted : 25 Mar, 2025","Deadline : 23 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6821,Housemaid,GOLDEN ARM LIMITED,Saudi Arabia,"Mar 25, 2025 - Mar 25, 2027 ",SAR 900,Domestic Worker,Housemaid ,Housemaid 						,"18 November, 2024",+256-752-238439,True
Housemaid,GULF LINK INTERNATIONAL,./jobs?id=6634,Saudi Arabia,"16 Jan, 2025 - 16 Jan, 2027","Deadline : 14 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6634,Housemaid,GULF LINK INTERNATIONAL,Saudi Arabia,"Jan 16, 2025 - Jan 16, 2027 ",SAR 900,Domestic Worker,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,"13 September, 2024",+256-759-372297,False
Housemaid,GULF LINK INTERNATIONAL,./jobs?id=6634,Uganda,"Posted : 16 Jan, 2025","Deadline : 14 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6634,Housemaid,GULF LINK INTERNATIONAL,Saudi Arabia,"Jan 16, 2025 - Jan 16, 2027 ",SAR 900,Domestic Worker,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,"13 September, 2024",+256-759-372297,False
Housemaid,HIREON AGENCY LIMITED,./jobs?id=6591,Saudi Arabia,"20 Dec, 2024 - 20 Dec, 2026","Deadline : 11 Dec, 2026",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6591,Housemaid,HIREON AGENCY LIMITED,Saudi Arabia,"Dec 20, 2024 - Dec 20, 2026 ",SAR 900,Domestic Worker,"A Female worker is required who has at least completed high school or graduated and is able to speak English and with a recommendation from the guardians to travel to Saudi Arabia. She must have passed the medical requirements and with training provided to her. She will be doing the house chores such as washing clothes (laundry), cleaning the house washing utensils, sweeping the compound, and ensuring that the house is always clean and not messed up. She must be 18 years and above and fit for work.","A Female worker is required who has at least completed high school or graduated and is able to speak English and with a recommendation from the guardians to travel to Saudi Arabia. She must have passed the medical requirements and with training provided to her. She will be doing the house chores such as washing clothes (laundry), cleaning the house washing utensils, sweeping the compound, and ensuring that the house is always clean and not messed up. She must be 18 years and above and fit for work.","18 November, 2024",+256-786-702000,True
Housemaid,INFINITY RECRUITMENT AGENCY LTD,./jobs?id=6778,Saudi Arabia,"10 Mar, 2025 - 10 Mar, 2027","Deadline : 29 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6778,Housemaid,INFINITY RECRUITMENT AGENCY LTD,Saudi Arabia,"Mar 10, 2025 - Mar 10, 2027 ",SAR 900,Domestic Worker,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,"02 February, 2024",+256-751-403557,False
Housemaid,INTERCONTINENTAL OPPORTUNITIES LIMITED,./jobs?id=6548,Saudi Arabia,"03 Jan, 2025 - 03 Jan, 2027","Deadline : 20 Dec, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6548,Housemaid,INTERCONTINENTAL OPPORTUNITIES LIMITED,Saudi Arabia,"Jan 03, 2025 - Jan 03, 2027 ",SAR 900,Domestic Worker,"Domestic workers or housemaids are responsible for keeping residence clean and tidy. Housemaids may be hired through as people have different needs, a housemaid’s specific responsibilities and duties can only be explained at the time of hiring. Some of them so that their work hours are not too defined – they are live-in housemaids and are considered as part of the family and cares","Domestic workers or housemaids are responsible for keeping residence clean and tidy. Housemaids may be hired through as people have different needs, a housemaid’s specific responsibilities and duties can only be explained at the time of hiring. Some of them so that their work hours are not too defined – they are live-in housemaids and are considered as part of the family and cares","30 June, 2023",+256-772-584315,True
Housemaid,KANAKAR RECRUITMENT AGENCY  LTD,./jobs?id=6629,Saudi Arabia,"16 Jan, 2025 - 16 Jan, 2027","Deadline : 14 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6629,Housemaid,KANAKAR RECRUITMENT AGENCY  LTD,Saudi Arabia,"Jan 16, 2025 - Jan 16, 2027 ",SAR 900,Domestic Worker,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,"02 September, 2024",+256-708-040077,False
Housemaid,KANAKAR RECRUITMENT AGENCY  LTD,./jobs?id=6629,Uganda,"Posted : 16 Jan, 2025","Deadline : 14 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6629,Housemaid,KANAKAR RECRUITMENT AGENCY  LTD,Saudi Arabia,"Jan 16, 2025 - Jan 16, 2027 ",SAR 900,Domestic Worker,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,"02 September, 2024",+256-708-040077,False
Housemaid,KASTOP INTERNATIONAL LIMITED,./jobs?id=6767,Saudi Arabia,"26 Feb, 2025 - 26 Feb, 2027","Deadline : 22 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6767,Housemaid,KASTOP INTERNATIONAL LIMITED,Saudi Arabia,"Feb 26, 2025 - Feb 26, 2027 ",SAR 900,Domestic Worker,Contract: 2 Years,Contract: 2 Years,"02 July, 2024",+256-755-909979,False
Housemaid,KASTOP INTERNATIONAL LIMITED,./jobs?id=6767,Uganda,"Posted : 26 Feb, 2025","Deadline : 22 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6767,Housemaid,KASTOP INTERNATIONAL LIMITED,Saudi Arabia,"Feb 26, 2025 - Feb 26, 2027 ",SAR 900,Domestic Worker,Contract: 2 Years,Contract: 2 Years,"02 July, 2024",+256-755-909979,False
Housemaid,NASSER RECRUITMENT AGENCY LIMITED,./jobs?id=6760,Saudi Arabia,"24 Feb, 2025 - 24 Feb, 2027","Deadline : 21 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6760,Housemaid,NASSER RECRUITMENT AGENCY LIMITED,Saudi Arabia,"Feb 24, 2025 - Feb 24, 2027 ",SAR 900,Domestic Worker,HOUSE MAIDS NEEDED IN KINGDOM OF SAUDI ARABIA TO WORK ON A TWO-YEAR CONTRACT,HOUSE MAIDS NEEDED IN KINGDOM OF SAUDI ARABIA TO WORK ON A TWO-YEAR CONTRACT						,"16 August, 2024",+256-756-568009,False
Housemaid,NASSER RECRUITMENT AGENCY LIMITED,./jobs?id=6760,Uganda,"Posted : 24 Feb, 2025","Deadline : 21 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6760,Housemaid,NASSER RECRUITMENT AGENCY LIMITED,Saudi Arabia,"Feb 24, 2025 - Feb 24, 2027 ",SAR 900,Domestic Worker,HOUSE MAIDS NEEDED IN KINGDOM OF SAUDI ARABIA TO WORK ON A TWO-YEAR CONTRACT,HOUSE MAIDS NEEDED IN KINGDOM OF SAUDI ARABIA TO WORK ON A TWO-YEAR CONTRACT						,"16 August, 2024",+256-756-568009,False
Housemaid,NOA GROUP OF COMPANIES LIMITED,./jobs?id=6648,Saudi Arabia,"23 Jan, 2025 - 23 Jan, 2027","Deadline : 21 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6648,Housemaid,NOA GROUP OF COMPANIES LIMITED,Saudi Arabia,"Jan 23, 2025 - Jan 23, 2027 ",SAR 900,Domestic Worker,HOUSE MAIDS NEEDED TO WORK IN SAUDI ARABIA,HOUSE MAIDS NEEDED TO WORK IN SAUDI ARABIA,"19 June, 2024",+256-782-120964,False
Housemaid,NOA GROUP OF COMPANIES LIMITED,./jobs?id=6648,Uganda,"Posted : 23 Jan, 2025","Deadline : 21 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6648,Housemaid,NOA GROUP OF COMPANIES LIMITED,Saudi Arabia,"Jan 23, 2025 - Jan 23, 2027 ",SAR 900,Domestic Worker,HOUSE MAIDS NEEDED TO WORK IN SAUDI ARABIA,HOUSE MAIDS NEEDED TO WORK IN SAUDI ARABIA,"19 June, 2024",+256-782-120964,False
Housemaid,NOA GROUP OF COMPANIES LIMITED,./jobs?id=6797,Saudi Arabia,"25 Mar, 2025 - 25 Mar, 2027","Deadline : 11 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6797,Housemaid,NOA GROUP OF COMPANIES LIMITED,Saudi Arabia,"Mar 25, 2025 - Mar 25, 2027 ",SAR 900,Domestic Worker,HOUSEMAIDS NEEDED TO WORK IN SAUDI ARABIA,HOUSEMAIDS NEEDED TO WORK IN SAUDI ARABIA,"19 June, 2024",+256-782-120964,True
Housemaid,OPTIVEN UGANDA LIMITED,./jobs?id=6708,Saudi Arabia,"06 Feb, 2025 - 06 Feb, 2027","Deadline : 06 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6708,Housemaid,OPTIVEN UGANDA LIMITED,Saudi Arabia,"Feb 06, 2025 - Feb 06, 2027 ",SAR 900,Domestic Worker,"offering employment to Ugandan maids to wrok as ahousemaid for two years in cleaning , inroning , taking care of babies and elderly people","offering employment to Ugandan maids to wrok as ahousemaid for two years in cleaning , inroning , taking care of babies and elderly people						","14 October, 2024",+256-771-829429,False
Housemaid,OPTIVEN UGANDA LIMITED,./jobs?id=6708,Uganda,"Posted : 06 Feb, 2025","Deadline : 06 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6708,Housemaid,OPTIVEN UGANDA LIMITED,Saudi Arabia,"Feb 06, 2025 - Feb 06, 2027 ",SAR 900,Domestic Worker,"offering employment to Ugandan maids to wrok as ahousemaid for two years in cleaning , inroning , taking care of babies and elderly people","offering employment to Ugandan maids to wrok as ahousemaid for two years in cleaning , inroning , taking care of babies and elderly people						","14 October, 2024",+256-771-829429,False
Housemaid,PROSPECTS INTERNATIONAL LTD,./jobs?id=6606,Saudi Arabia,"17 Dec, 2024 - 17 Dec, 2026","Deadline : 12 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6606,Housemaid,Prospects International Ltd,Saudi Arabia,"Dec 17, 2024 - Dec 17, 2026 ",SAR 900,Domestic Worker,"Alenaya Almanzeliya Recruitment Services is a 100% locally owned (2017 Certified) agency, incorporated in 2017 to supply the total domestic recruitment solution to families. It has made itself a front runner ahead of change and made a market standing of its own in this business with all-round accomplished qualified staff","Alenaya Almanzeliya Recruitment Services is a 100% locally owned (2017 Certified) agency, incorporated in 2017 to supply the total domestic recruitment solution to families. It has made itself a front runner ahead of change and made a market standing of its own in this business with all-round accomplished qualified staff						","23 May, 2023",+256-414-699258,False
Housemaid,PROSPECTS INTERNATIONAL LTD,./jobs?id=6606,Uganda,"Posted : 17 Dec, 2024","Deadline : 12 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6606,Housemaid,Prospects International Ltd,Saudi Arabia,"Dec 17, 2024 - Dec 17, 2026 ",SAR 900,Domestic Worker,"Alenaya Almanzeliya Recruitment Services is a 100% locally owned (2017 Certified) agency, incorporated in 2017 to supply the total domestic recruitment solution to families. It has made itself a front runner ahead of change and made a market standing of its own in this business with all-round accomplished qualified staff","Alenaya Almanzeliya Recruitment Services is a 100% locally owned (2017 Certified) agency, incorporated in 2017 to supply the total domestic recruitment solution to families. It has made itself a front runner ahead of change and made a market standing of its own in this business with all-round accomplished qualified staff						","23 May, 2023",+256-414-699258,False
Housemaid,STREPA INTERNATIONAL SERVICES LIMITED,./jobs?id=6736,Saudi Arabia,"20 Feb, 2025 - 20 Feb, 2027","Deadline : 14 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6736,Housemaid,STREPA INTERNATIONAL SERVICES LIMITED,Saudi Arabia,"Feb 20, 2025 - Feb 20, 2027 ",SAR 900,Domestic Worker,1.	The first party is committed to recruit domestic workers from Uganda for the second party according to the following rules and conditions:,1.	The first party is committed to recruit domestic workers from Uganda for the second party according to the following rules and conditions:,"31 July, 2023",+256-772-520685,False
Housemaid,TOP NOTCH RECRUITMENT SERVICES UGANDA LIMITED,./jobs?id=6825,Uganda,"Posted : 02 Apr, 2025","Deadline : 24 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6825,Housemaid,TOP NOTCH RECRUITMENT SERVICES UGANDA LIMITED,Saudi Arabia,"Apr 02, 2025 - Apr 02, 2027 ",SAR 900,Domestic Worker,Housemaid,Housemaid						,"31 May, 2024",+256-200-904091,True
Housemaid,ULTIMATE OPTIONS LIMITED,./jobs?id=6647,Saudi Arabia,"23 Jan, 2025 - 23 Jan, 2027","Deadline : 21 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6647,Housemaid,ULTIMATE OPTIONS LIMITED,Saudi Arabia,"Jan 23, 2025 - Jan 23, 2027 ",SAR 900,Domestic Worker,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,"17 May, 2024",+256-703-022114,False
Housemaid,ULTIMATE OPTIONS LIMITED,./jobs?id=6647,Uganda,"Posted : 23 Jan, 2025","Deadline : 21 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6647,Housemaid,ULTIMATE OPTIONS LIMITED,Saudi Arabia,"Jan 23, 2025 - Jan 23, 2027 ",SAR 900,Domestic Worker,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,"17 May, 2024",+256-703-022114,False
Housemaid,VAXIN KT GROUP LIMITED,./jobs?id=6665,Saudi Arabia,"29 Jan, 2025 - 29 Jan, 2027","Deadline : 26 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6665,Housemaid,Vaxin KT Group limited,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,HOUSE MAIDS NEEDED TO WORK IN SAUDI ARABIA,HOUSE MAIDS NEEDED TO WORK IN SAUDI ARABIA,"18 November, 2024",+256-704-902796,False
Housemaid,VAXIN KT GROUP LIMITED,./jobs?id=6665,Uganda,"Posted : 29 Jan, 2025","Deadline : 26 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6665,Housemaid,Vaxin KT Group limited,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,HOUSE MAIDS NEEDED TO WORK IN SAUDI ARABIA,HOUSE MAIDS NEEDED TO WORK IN SAUDI ARABIA,"18 November, 2024",+256-704-902796,False
Housemaid,VAXIN KT GROUP LIMITED,./jobs?id=6739,Saudi Arabia,"27 Feb, 2025 - 27 Feb, 2027","Deadline : 16 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6739,Housemaid,Vaxin KT Group limited,Saudi Arabia,"Feb 27, 2025 - Feb 27, 2027 ",SAR 900,Domestic Worker,HOUSE MAIDS NEEDED TO WORK IN SAUDI ARABIA,HOUSE MAIDS NEEDED TO WORK IN SAUDI ARABIA,"18 November, 2024",+256-704-902796,False
Housemaid,VAXIN KT GROUP LIMITED,./jobs?id=6796,Saudi Arabia,"14 Mar, 2025 - 14 Mar, 2027","Deadline : 11 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6796,Housemaid,Vaxin KT Group limited,Saudi Arabia,"Mar 14, 2025 - Mar 14, 2027 ",SAR 900,Domestic Worker,HOUSEMAIDS NEEDED TO WORK IN SAUDI ARABIA,HOUSEMAIDS NEEDED TO WORK IN SAUDI ARABIA,"18 November, 2024",+256-704-902796,True
Housemaid,VAXIN KT GROUP LIMITED,./jobs?id=6796,Uganda,"Posted : 14 Mar, 2025","Deadline : 11 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6796,Housemaid,Vaxin KT Group limited,Saudi Arabia,"Mar 14, 2025 - Mar 14, 2027 ",SAR 900,Domestic Worker,HOUSEMAIDS NEEDED TO WORK IN SAUDI ARABIA,HOUSEMAIDS NEEDED TO WORK IN SAUDI ARABIA,"18 November, 2024",+256-704-902796,False
Housemaide,KHM INTERNATIONAL CONSULTANTS LIMITED,./jobs?id=6607,Saudi Arabia,"31 Dec, 2024 - 31 Dec, 2026","Deadline : 13 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6607,Housemaide,KHM INTERNATIONAL CONSULTANTS LIMITED,Saudi Arabia,"Dec 31, 2024 - Dec 31, 2026 ",SAR 900,Domestic Worker,THE HOUSEMAIDE SUPPOSE TO WASH THE HOUSE AND CLEAN THE KITCHEN AND THE OTHER DOMESTIC DUTIES AND SHE HAS TO RECEIVE 900 SAR MONTHLY AND SLEEP FOR 8 HOURS AND TO EAT 3 TIMES DAILY,THE HOUSEMAIDE SUPPOSE TO WASH THE HOUSE AND CLEAN THE KITCHEN AND THE OTHER DOMESTIC DUTIES AND SHE HAS TO RECEIVE 900 SAR MONTHLY AND SLEEP FOR 8 HOURS AND TO EAT 3 TIMES DAILY						,"22 March, 2024",+256-752-000777,False
Housemaide,KHM INTERNATIONAL CONSULTANTS LIMITED,./jobs?id=6607,Uganda,"Posted : 31 Dec, 2024","Deadline : 13 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6607,Housemaide,KHM INTERNATIONAL CONSULTANTS LIMITED,Saudi Arabia,"Dec 31, 2024 - Dec 31, 2026 ",SAR 900,Domestic Worker,THE HOUSEMAIDE SUPPOSE TO WASH THE HOUSE AND CLEAN THE KITCHEN AND THE OTHER DOMESTIC DUTIES AND SHE HAS TO RECEIVE 900 SAR MONTHLY AND SLEEP FOR 8 HOURS AND TO EAT 3 TIMES DAILY,THE HOUSEMAIDE SUPPOSE TO WASH THE HOUSE AND CLEAN THE KITCHEN AND THE OTHER DOMESTIC DUTIES AND SHE HAS TO RECEIVE 900 SAR MONTHLY AND SLEEP FOR 8 HOURS AND TO EAT 3 TIMES DAILY						,"22 March, 2024",+256-752-000777,False
Housemaids,GHANIYU-MUGHNIYU LIMITED,./jobs?id=6805,Saudi Arabia,"18 Mar, 2025 - 18 Mar, 2027","Deadline : 16 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6805,Housemaids,Ghaniyu-Mughniyu Limited,Saudi Arabia,"Mar 18, 2025 - Mar 18, 2027 ",SAR 900,Domestic Worker,Housemaid is domestic worker whom will help the sponsor on house works such as cleaning washing baby sitting Ironing  etc. ,Housemaid is domestic worker whom will help the sponsor on house works such as cleaning washing baby sitting Ironing  etc. 						,"04 November, 2024",+256-741-480000,True
Housemaids,GHANIYU-MUGHNIYU LIMITED,./jobs?id=6805,Uganda,"Posted : 18 Mar, 2025","Deadline : 16 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6805,Housemaids,Ghaniyu-Mughniyu Limited,Saudi Arabia,"Mar 18, 2025 - Mar 18, 2027 ",SAR 900,Domestic Worker,Housemaid is domestic worker whom will help the sponsor on house works such as cleaning washing baby sitting Ironing  etc. ,Housemaid is domestic worker whom will help the sponsor on house works such as cleaning washing baby sitting Ironing  etc. 						,"04 November, 2024",+256-741-480000,False
Housemaids,NOA GROUP OF COMPANIES LIMITED,./jobs?id=6773,Saudi Arabia,"13 Mar, 2025 - 13 Mar, 2027","Deadline : 27 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6773,Housemaids,NOA GROUP OF COMPANIES LIMITED,Saudi Arabia,"Mar 13, 2025 - Mar 13, 2027 ",SAR 900,Domestic Worker,DOMESTIC WORKER,DOMESTIC WORKER						,"19 June, 2024",+256-782-120964,False
Housemaids,TIRAJO EMPLOYMENT AGENCIES LTD,./jobs?id=6771,Saudi Arabia,"26 Feb, 2025 - 26 Feb, 2027","Deadline : 26 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6771,Housemaids,TIRAJO EMPLOYMENT AGENCIES LTD,Saudi Arabia,"Feb 26, 2025 - Feb 26, 2027 ",SAR 900,Domestic Worker,"1. Job Detail: The job entails, Keeping the home clean all time by providing services, like dusting mopping, washing the dishes among other activities that involve keeping a home neat 2. Requirement. Any candidate who poses the following skills of Hard worker, Babysitting, Washing & ironing clothes, cleaning kitchen dishes, Dusting & cleaning Speaks English. Any Interested candidate should approach our Uganda agency and apply so that together we make this world a better place through providing employment.","1. Job Detail: The job entails, Keeping the home clean all time by providing services, like dusting mopping, washing the dishes among other activities that involve keeping a home neat 2. Requirement. Any candidate who poses the following skills of Hard worker, Babysitting, Washing & ironing clothes, cleaning kitchen dishes, Dusting & cleaning Speaks English. Any Interested candidate should approach our Uganda agency and apply so that together we make this world a better place through providing employment.","15 April, 2024",+256-775-893206,False
Housemaids,TIRAJO EMPLOYMENT AGENCIES LTD,./jobs?id=6771,Uganda,"Posted : 26 Feb, 2025","Deadline : 26 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6771,Housemaids,TIRAJO EMPLOYMENT AGENCIES LTD,Saudi Arabia,"Feb 26, 2025 - Feb 26, 2027 ",SAR 900,Domestic Worker,"1. Job Detail: The job entails, Keeping the home clean all time by providing services, like dusting mopping, washing the dishes among other activities that involve keeping a home neat 2. Requirement. Any candidate who poses the following skills of Hard worker, Babysitting, Washing & ironing clothes, cleaning kitchen dishes, Dusting & cleaning Speaks English. Any Interested candidate should approach our Uganda agency and apply so that together we make this world a better place through providing employment.","1. Job Detail: The job entails, Keeping the home clean all time by providing services, like dusting mopping, washing the dishes among other activities that involve keeping a home neat 2. Requirement. Any candidate who poses the following skills of Hard worker, Babysitting, Washing & ironing clothes, cleaning kitchen dishes, Dusting & cleaning Speaks English. Any Interested candidate should approach our Uganda agency and apply so that together we make this world a better place through providing employment.","15 April, 2024",+256-775-893206,False
MALE AND FEMALE SECURITY GUARDS AND CLEANERS,LEGIT RECRUITMENT CONSULTANTS LTD,./jobs?id=6775,United Arab Emirates,"12 Mar, 2025 - 12 Mar, 2027","Deadline : 28 Mar, 2025",AED 1800,https://eemis.mglsd.go.ug/jobs?id=6775,MALE AND FEMALE SECURITY GUARDS AND CLEANERS,LEGIT RECRUITMENT CONSULTANTS LTD,United Arab Emirates,"Mar 12, 2025 - Mar 12, 2027 ",AED 1800,Administration & Office Support,"SECURITY AND CLEANING JOBS IN UAE, MALE AND FEMALE UGANDANS REQUIRED, SALARY OF 1800AED AND 1400AED RESPECTIVELY, FREE ACCOMODATION, TRANSPORT TOO AND FROOM WORK AND MEDICAL INSURANCE PROVIDED BY HIRING COMPANY","SECURITY AND CLEANING JOBS IN UAE, MALE AND FEMALE UGANDANS REQUIRED, SALARY OF 1800AED AND 1400AED RESPECTIVELY, FREE ACCOMODATION, TRANSPORT TOO AND FROOM WORK AND MEDICAL INSURANCE PROVIDED BY HIRING COMPANY						","23 August, 2024",+256-700-438623,False
PORTER,HAYS RECRUITMENT EXPERTS LIMITED,./jobs?id=6731,Uganda,"Posted : 12 Feb, 2025","Deadline : 12 Mar, 2025",AED 1200,https://eemis.mglsd.go.ug/jobs?id=6731,PORTER,HAYS RECRUITMENT EXPERTS LIMITED,United Arab Emirates,"Feb 12, 2025 - Feb 12, 2027 ",AED 1200,Hospitality/Leisure/Travel,LOADING & UNLOADING,LOADING & UNLOADING						,"11 June, 2023",+256-708-881888,False
PORTER,HAYS RECRUITMENT EXPERTS LIMITED,./jobs?id=6731,United Arab Emirates,"12 Feb, 2025 - 12 Feb, 2027","Deadline : 12 Mar, 2025",AED 1200,https://eemis.mglsd.go.ug/jobs?id=6731,PORTER,HAYS RECRUITMENT EXPERTS LIMITED,United Arab Emirates,"Feb 12, 2025 - Feb 12, 2027 ",AED 1200,Hospitality/Leisure/Travel,LOADING & UNLOADING,LOADING & UNLOADING						,"11 June, 2023",+256-708-881888,False
PRIVATE DRIVER,INFINITY RECRUITMENT AGENCY LTD,./jobs?id=6808,Saudi Arabia,"25 Mar, 2025 - 25 Mar, 2027","Deadline : 16 Apr, 2025",SAR 1700,https://eemis.mglsd.go.ug/jobs?id=6808,PRIVATE DRIVER,INFINITY RECRUITMENT AGENCY LTD,Saudi Arabia,"Mar 25, 2025 - Mar 25, 2027 ",SAR 1700,Domestic Worker,We are hiring capable personnel to work as a Private driver in Saudi Arabia for a contract period of 2 years,We are hiring capable personnel to work as a Private driver in Saudi Arabia for a contract period of 2 years						,"02 February, 2024",+256-751-403557,True
