company_name,company_url_eemis,company_location_companies_page,company_country_companies_page,company_phone_companies_page,company_calendar,logo_link,license_no,start_date_company_page_DDMMYYYY,expiry_date_company_page_DDMMYYYY,company_address_company_page,company_country_company_page,company_phone_company_page,company_email_company_page,active_company,job_name_jobs_list,job_page_link,jobs_country_jobs_list,job_posted_date,job_deadline,job_salary_jobs_list,job_page_full_url,job_name_job_page,company_name_job_page,job_country_job_page,job_salary_job_page,job_category,job_overview,job_description_details,company_reg_date_MMDDYYYY,company_phone_jobs_page,company_address_country_job_page,active_job,job_start_date_MMDDYYYY,job_end_date_MMDDYYYY,job_salary_currency_job_page,usd_conversion,job_salary_amount_job_page,latitude_company_location_companies_page,longitude_company_location_companies_page,city_company_location_companies_page,country_company_location_companies_page,latitude_company_location_company_page,longitude_company_location_company_page,city_company_location_company_page,country_company_location_company_page,latitude_map,longitude_map,job_length_days,job_length_years
EJM GLOBAL MANPOWER LTD,https://eemis.mglsd.go.ug/companies/EJMGLOBALMANPOWERLTD_6036054,"P.O BOX 800538, Wakiso Uganda",Wakiso Uganda,+256-740-000054,"02 Sep, 2024 - 01 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1003_1718193664.jpg,E24090003,02/9/2024,01/9/2026,"WAKISO UGANDA, Wakiso, Uganda ",Uganda , +256-740-000054 , info@ejmuganda.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.398281,32.4797444,Central Region,Uganda,0.06301899999999999,32.4467238,,Uganda,0.398281,32.4797444,,
EKISIINGA RECRUITMENT CO. LIMITED,https://eemis.mglsd.go.ug/companies/EKISIINGARECRUITMENTCOLIMITED_610566,"MARTY'S GARDEN B ROAD, PLOT #24",,+256-785-213932,"30 Jun, 2023 - 29 Jun, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_319_1617362005.jpg,E23060011,30/6/2023,29/6/2025,"Kampala, Uganda ",Uganda , +256-785-213932 , ekisiingarecruitment@yahoo.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
EL-BARQ RECRUITMENT AGENCY U LIMITED,https://eemis.mglsd.go.ug/companies/EL-BARQRECRUITMENTAGENCYULIMITED_689526,SSENTEMA ROAD MASIKI ZONE,,+256-783-302076,"21 Jun, 2022 - 08 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_339_1732694938.png,E22060043,21/6/2022,08/3/2025,"Kampala, Uganda ",Uganda , +256-783-302076 , elbarq28@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3315786,32.5276032,UG,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3315786,32.5276032,,
ELECTRA HR CONSULTANCY - LTD,https://eemis.mglsd.go.ug/companies/ELECTRAHRCONSULTANCY-LTD_8354400,104025 KAMPALA,,+256-393-256814,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1180_1646645701.jpg,E24080034,23/8/2024,22/8/2026,"Kampala, Uganda ",Uganda , +256-393-256814 , electrahr22@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3151692,32.5816313,Central Region,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
ELFAEED COMPANY LIMITED,https://eemis.mglsd.go.ug/companies/ELFAEEDCOMPANYLIMITED_331350,NTINDA STRETCHER ROAD,,+256-752-951685,"10 Aug, 2023 - 09 Aug, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_235_1614599026.jpg,E23080004,10/8/2023,09/8/2025,"Kampala, Uganda ",Uganda , +256-752-951685 , uganda@elfaeed.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3423713,32.6179826,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3423713,32.6179826,,
ELFIRSAN GROUP LIMITED,https://eemis.mglsd.go.ug/companies/ELFIRSANGROUPLIMITED_20886,"PLOT 5, LUTHULI DRIVE",LUTHULI DRIVE,+256-393-215483,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_591574099590110.jpg,E24050027,31/5/2024,30/5/2026,"Kampala, Uganda ",Uganda , +256-393-215483 , elfirsangroup@gmail.com ,True,HOUSE MAID,./jobs?id=6593,Saudi Arabia,"19 Dec, 2024 - 13 Dec, 2048","Deadline : 10 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6593,housemaid,ELFIRSAN GROUP LIMITED,Saudi Arabia,SAR 900,Domestic Worker,HOUSE MAIDS,HOUSE MAIDS						,31/5/2024,+256-393-215483,Uganda,False,2024-12-19,2048-12-13,SAR,240.0,900.0,0.3075454,32.6279552,Nakawa,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3075454,32.6279552,8760.0,24.0
ELFIRSAN GROUP LIMITED,https://eemis.mglsd.go.ug/companies/ELFIRSANGROUPLIMITED_20886,"PLOT 5, LUTHULI DRIVE",LUTHULI DRIVE,+256-393-215483,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_591574099590110.jpg,E24050027,31/5/2024,30/5/2026,"Kampala, Uganda ",Uganda , +256-393-215483 , elfirsangroup@gmail.com ,True,House made,./jobs?id=6620,Uganda,"Posted : 10 Jan, 2025","Deadline : 07 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6620,house made,ELFIRSAN GROUP LIMITED,Saudi Arabia,SAR 900,Domestic Worker,Domestic worker must dusting cleaning all the house doing laundry and ironing helping with the kids,Domestic worker must dusting cleaning all the house doing laundry and ironing helping with the kids,31/5/2024,+256-393-215483,Uganda,True,2025-01-10,2027-01-10,SAR,240.0,900.0,0.3075454,32.6279552,Nakawa,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3075454,32.6279552,730.0,2.0
ELITE INTERNATIONAL CONSULTANTS JOB LINK LTD,https://eemis.mglsd.go.ug/companies/ELITEINTERNATIONALCONSULTANTSJOBLINKLTD_317400,"Luwafu, Near the Makindye General Court Martial",Near the Makindye General Court Martial,+256-775-715978,"30 Aug, 2023 - 29 Aug, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_230_1615393071.jpg,E23080016,30/8/2023,29/8/2025,"Kampala, Uganda ",Uganda , +256-775-715978 , eliteinternationaljoblink@gmail.com ,True,WAITER,./jobs?id=6466,Saudi Arabia,"17 Sep, 2024 - 17 Sep, 2026","Deadline : 31 Dec, 2025",SAR 1200,https://eemis.mglsd.go.ug/jobs?id=6466,waiter,ELITE INTERNATIONAL CONSULTANTS JOB LINK LTD,Saudi Arabia,SAR 1200,Hospitality/Leisure/Travel,"The typical restaurant crew member completes a variety of food preparation, customer transaction and sanitation jobs. A main responsibility during the shift is to take customer orders and process payments. They may also work on preparing and expediting food orders. In between customers, crew members perform cleaning duties, such as clearing tables and sanitizing food preparation areas.","The typical restaurant crew member completes a variety of food preparation, customer transaction and sanitation jobs. A main responsibility during the shift is to take customer orders and process payments. They may also work on preparing and expediting food orders. In between customers, crew members perform cleaning duties, such as clearing tables and sanitizing food preparation areas.						",30/8/2023,+256-775-715978,Uganda,True,2024-09-17,2026-09-17,SAR,320.0,1200.0,0.2706141,32.6004312,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.2706141,32.6004312,730.0,2.0
ELITE WINNERS AGENCIES LIMITED,https://eemis.mglsd.go.ug/companies/ELITEWINNERSAGENCIESLIMITED_15606,"Sendaula Road, Kawempe Kilokole",Kawempe Kilokole,+256-701-741383,"23 May, 2023 - 22 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_51_1680179211.jpeg,E23050029,23/5/2023,22/5/2025,"Kampala, Uganda ",Uganda , +256-701-741383 , elitewinnersag@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3741392,32.5679512,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3741392,32.5679512,,
ELLUTF RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ELLUTFRECRUITMENTOFFICE_30186294,"Ummu Al Hammam, Saudi Arabia, Riyadh",Riyadh,+966-500-570858,"06 Jun, 2024 - 06 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2243_1713556197.jpg,SA24060002,06/6/2024,06/6/2026,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-500-570858 , smghrnetwork@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7275493,46.8007566,Riyadh,14222,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7275493,46.8007566,,
ELSERAG INTERNATIONAL - SMC LTD,https://eemis.mglsd.go.ug/companies/ELSERAGINTERNATIONAL-SMCLTD_14732934,106981 KAMPALA,,+256-708-090505,"20 Jan, 2023 - 19 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1567_1658785555.jpg,E23010011,20/1/2023,19/1/2025,"Kampala, Uganda ",Uganda , +256-708-090505 , els.international.ltd@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3151692,32.5816313,Central Region,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
EMIRATES GENERAL SERVICES ENTERPRISES,https://eemis.mglsd.go.ug/companies/EmiratesGeneralServicesEnterprises_24506646,"Fabrics Building, office 201. Salam street, Abu Dhabi, UAE",UAE,+971-026-777223,"13 Jul, 2023 - 13 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2021_1686643644.png,AE23070009,13/7/2023,13/7/2025,"Abu Zaby, United Arab Emirates ",United Arab Emirates , +971-026-777223 , egse@emirates.net.ae ,True,,,,,,,,,,,,,,,,,United Arab Emirates,False,,,,0.0,0.0,24.4976942,54.3718677,E902,United Arab Emirates,24.453884,54.3773438,Abu Dhabi,United Arab Emirates,24.4976942,54.3718677,,
EMPOWERAGE INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/EMPOWERAGEINTERNATIONALLIMITED_150,CHURCH ROAD,,+256-392-176123,"23 Mar, 2023 - 22 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_5_1584094186.png,E23030002,23/3/2023,22/3/2025,"KAMPALA, Kampala, Uganda ",Uganda , +256-392-176123 , empowerageinternationallimited@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
EMPYREAN RECRUITMENT LTD,https://eemis.mglsd.go.ug/companies/EMPYREANRECRUITMENTLTD_11162976,Kabuusu Nayiga road,,+256-774-782324,"15 Apr, 2024 - 14 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1364_1694436614.png,E24040006,15/4/2024,14/4/2026,"Kampala, Uganda ",Uganda , +256-774-782324 , empyreanltd19@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.2979542,32.5503528,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.2979542,32.5503528,,
EMRAJ UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/EMRAJUGANDALIMITED_1572864,"P.O BOX 101526, KAMPALA",KAMPALA,+256-775-580602,"26 Jun, 2024 - 25 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_512_1647165097.png,E24060019,26/6/2024,25/6/2026,"KAMPALA, Kampala, Uganda ",Uganda , +256-775-580602 , admin@emraj.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3151692,32.5816313,Central Region,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
ENJAAZI LIMITED,https://eemis.mglsd.go.ug/companies/EnjaaziLimited_167334,"Plot 2, Fr Seryazi Nicholas Close, Makindye",Makindye,+256-707-681801,"06 Dec, 2024 - 05 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_167_1595260785.jpg,E24120004,06/12/2024,05/12/2026,"Kampala, Uganda ",Uganda , +256-707-681801 , ashekitandwe153@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.2728351,32.6174919,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.2728351,32.6174919,,
ENJAZ AL KHALEEJ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ENJAZALKHALEEJRECRUITMENTOFFICE_28750326,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-552-821562,"30 Nov, 2024 - 29 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2189_1708339301.jpeg,SA24110035,30/11/2024,29/11/2026,"Ash Sharqiyah Eastern Pr, Saudi Arabia ",Saudi Arabia , +966-552-821562 , enjazalkhaleej.sa@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,23.5681347,50.6793759,,Saudi Arabia,24.7169626,46.7115929,,
ENJAZ ASIA RECRUITMENT,https://eemis.mglsd.go.ug/companies/EnjazAsiaRecruitment_21523416,"Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-553-386277,"13 Aug, 2024 - 12 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1894_1665922315.jpeg,SA24080016,13/8/2024,12/8/2026,"Riyadh, Saudi Arabia ",Saudi Arabia , +966-553-386277 , enjazasia@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
ENJAZ CHANNELS RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ENJAZCHANNELSRECRUITMENTOFFICE_22026336,AL KHOBAR,,+966-505-898982,"07 May, 2023 - 23 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1916_1669226624.jpg,SA1033,07/5/2023,23/1/2025,"Ash Sharqiyah Eastern Pr, Saudi Arabia ",Saudi Arabia , +966-505-898982 , Enjaz.channels@GMAIL.COM ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,26.2171906,50.1971381,SA,Saudi Arabia,23.5681347,50.6793759,,Saudi Arabia,26.2171906,50.1971381,,
ENVIRON PLUS UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/ENVIRONPLUSUGANDALIMITED_6242400,MUTUNDWE,,+256-754-045974,"13 Sep, 2024 - 12 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1020_1658838653.jpg,E24090017,13/9/2024,12/9/2026,"Kampala, Uganda ",Uganda , +256-754-045974 , environplus256@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.2807483,32.5404161,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.2807483,32.5404161,,
ESSENTIAL COMMUNICATIONS LIMITED,https://eemis.mglsd.go.ug/companies/ESSENTIALCOMMUNICATIONSLIMITED_294,NTINDA,,+256-752-755846,"28 Feb, 2024 - 27 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_7156414440354.jpg,E24020019,28/2/2024,27/2/2026,"Kampala, Uganda ",Uganda , +256-752-755846 , arutwaza@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.350605,32.6157688,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.350605,32.6157688,,
ETHAD ALBELAD RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/EthadAlbeladRecruitmentOffice_3936600,Hafar Albatin,,+966-565-444456,"18 Sep, 2023 - 18 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_810_1687023240.jpg,SA23090012,18/9/2023,18/9/2025,"Ash Sharqiyah Eastern Pr, Saudi Arabia ",Saudi Arabia , +966-565-444456 , estqdam1@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,28.3784149,45.9627113,Eastern Province,Saudi Arabia,23.5681347,50.6793759,,Saudi Arabia,28.3784149,45.9627113,,
EUNWAN ALMAJD RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/EUNWANALMAJDRECRUITMENTOFFICE_17915904,RYIADH,,+966-545-453490,"29 May, 2023 - 29 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1728_1669239180.jpg,SA1022,29/5/2023,29/5/2025,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-545-453490 , almmajd2030@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7135517,46.6752957,SA,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7135517,46.6752957,,
EWAN RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/EWANRECRUITMENTOFFICE_22349400,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-506-555908,"21 Aug, 2024 - 20 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1930_1723546478.jpg,SA24080027,21/8/2024,20/8/2026,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-506-555908 , ewanksa@hotmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
EXERTION FORCE INTERNATIONAL COMPANY LIMITED,https://eemis.mglsd.go.ug/companies/ExertionForceinternationalCompanyLimited_669336,"Mulwanya-muli Road, Kikaaya Parish, Kikaaya Zone   Kawempe Zone",Kikaaya Zone   Kawempe Zone,+256-757-598668,"02 Feb, 2024 - 01 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_334_1700658078.jpeg,E24020005,02/2/2024,01/2/2026,"Kampla, Kampala, Uganda ",Uganda , +256-757-598668 , okellosilver06@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3644485,32.5895875,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3644485,32.5895875,,
EXPLORER DUBAI LTD,https://eemis.mglsd.go.ug/companies/EXPLORERDUBAILTD_35574,"Plot 3782, Kyaliwajala, Namugongo",Namugongo,+256-704-022400,"04 Apr, 2023 - 03 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_77_1674034099.jpg,E23040009,04/4/2023,03/4/2025,"Kampala Uganda, Wakiso, Uganda ",Uganda , +256-704-022400 , explorerdubai26@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3805965,32.6468192,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3805965,32.6468192,,
EYAD ABDULLAH A ALJIFRI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/EYADABDULLAHAALJIFRIRECRUITMENTOFFICE_19852566,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-530-359999,"03 Dec, 2023 - 03 Dec, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1819_1664971167.jpg,SA23120002,03/12/2023,03/12/2025,"Makkah, Saudi Arabia ",Saudi Arabia , +966-530-359999 , C.service@aljifri4rec.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,21.4240968,39.81733639999999,Makkah,Saudi Arabia,24.7169626,46.7115929,,
EZVISA KAMPALA,https://eemis.mglsd.go.ug/companies/EZVISAKAMPALA_26934,"Plot 1-3 Fumu Close, Wampewo Avenue, Kololo",Kololo,+256-752-603995,"12 Jan, 2024 - 11 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_67_1701770445.jpg,E24010010,12/1/2024,11/1/2026,"Kampala, Uganda ",Uganda , +256-752-603995 , winn.banura@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.322682,32.5961448,Kampala Central Division,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.322682,32.5961448,,
FAHAD MUSHKAS ALMOTERY RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/FAHADMUSHKASALMOTERYRECRUITMENTOFFICE_7990296,https://goo.gl/maps/NfpiwR3ebWB8jJ9X6,,+966-555-299884,"30 Apr, 2023 - 30 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1154_1654007778.jpg,SA233,30/4/2023,30/4/2025,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-555-299884 , esteqdam@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,,,,,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7135517,46.6752957,,
FAISAL FAHAD ALHOZAIM RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/FaisalFahadAlhozaimRecruitmentOffice_32545446,"Dammam,  Saudi Arabia", Saudi Arabia,+966-543-090666,"Nov 30, 2024 - Nov 29, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2329_1728744741.jpeg,SA24110036,30/11/2024,29/11/2026,"Eastern Province, Saudi Arabia ",Saudi Arabia , +966-543-090666 , fa.hozaimest@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,26.4206828,50.0887943,SA,Saudi Arabia,23.5681347,50.6793759,,Saudi Arabia,26.4206828,50.0887943,,
FAVOUR RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/FAVOURRECRUITMENTAGENCYLIMITED_1494006,44B,,+256-751-362069,"14 Oct, 2024 - 13 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_499_1659701973.png,E24100002,14/10/2024,13/10/2026,"Kampala, Uganda ",Uganda , +256-751-362069 , aka4shan@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
FILRA LIMITED,https://eemis.mglsd.go.ug/companies/FILRALIMITED_1058400,16689 KAMPALA,,+256-751-779985,"19 Jun, 2024 - 18 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_420_1647601251.jpg,E24060006,19/6/2024,18/6/2026,"Kampala, Uganda ",Uganda , +256-751-779985 , www.filralimited@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3151692,32.5816313,Central Region,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
FIRST FOOD SERVICES LLC,https://eemis.mglsd.go.ug/companies/FIRSTFOODSERVICESLLC_23904096,,,+971-042-823344,"25 Jan, 2023 - 25 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1996_1673336870.png,AE23010032,25/1/2023,25/1/2025,United Arab Emirates ,United Arab Emirates , +971-042-823344 , firstfoodservicesllc@gmail.com ,True,,,,,,,,,,,,,,,,,,False,,,,0.0,0.0,,,,,23.424076,53.847818,,United Arab Emirates,23.424076,53.847818,,
FIRST NATIONAL HUMAN RESOURCE COMPANY,https://eemis.mglsd.go.ug/companies/FIRSTNATIONALHUMANRESOURCECOMPANY_30267096,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-555-119354,"06 Jun, 2024 - 06 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2246_1715519121.png,SA24060003,06/6/2024,06/6/2026,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-555-119354 , mutuasim@alwatnia.com.sa ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
FIXIT MANPOWER SUPPLY L.L.C.,https://eemis.mglsd.go.ug/companies/FixitManpowerSupplyLLC_33332694,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+971-524-326554,"Dec 12, 2024 - Dec 12, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2357_1733736699.png,AE24120014,12/12/2024,12/12/2026,"Dubayy, United Arab Emirates ",United Arab Emirates , +971-524-326554 , info@fixitmanpower.com ,True,,,,,,,,,,,,,,,,,United Arab Emirates,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,25.2048493,55.2707828,Dubai,United Arab Emirates,24.7169626,46.7115929,,
FOUR A GLOBAL CAREER FOR MANAGING LABOURS,https://eemis.mglsd.go.ug/companies/FourAGlobalCareerformanaginglabours_24385536,"Office No 301, Building 04, Street 830,",,+097-466-566787,"24 May, 2023 - 24 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2016_1684503179.jpeg,QA23050034,24/5/2023,24/5/2025,"Doha, Qatar ",Qatar , +097-466-566787 , operations@4a-globalcareer.com ,True,,,,,,,,,,,,,,,,,Qatar,False,,,,0.0,0.0,,,,,25.2854473,51.53103979999999,Doha,Qatar,25.2854473,51.53103979999999,,
FRAHA RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/FRAHARECRUITMENTAGENCYLIMITED_14137350,LUKADE ROAD KYALIWAJALA,,+256-704-022400,"14 Oct, 2024 - 13 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1535_1659616473.jpg,E24100004,14/10/2024,13/10/2026,"KAMPALA, Wakiso, Uganda ",Uganda , +256-704-022400 , fraharecruitmentagencyltd@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3766358,32.6453736,Wakiso,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3766358,32.6453736,,
FREE ZONE INTERNATIONAL RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/FREEZONEINTERNATIONALRECRUITMENTAGENCYLTD_12965400,105786,,+256-755-960507,"18 Jul, 2024 - 17 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1470_1652433865.png,E24070013,18/7/2024,17/7/2026,"Wakiso, Uganda ",Uganda , +256-755-960507 , freezoneinternational1@gmail.com ,True,HOUSE MAID,./jobs?id=6526,Saudi Arabia,"11 Nov, 2024 - 11 Nov, 2026","Deadline : 28 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6526,housemaid,FREE ZONE INTERNATIONAL RECRUITMENT AGENCY LTD,Saudi Arabia,SAR 900,Domestic Worker,HOUSE MIAD,HOUSE MIAD						,18/7/2024,+256-755-960507,Uganda,True,2024-11-11,2026-11-11,SAR,240.0,900.0,,,,,0.398281,32.4797444,Wakiso,Uganda,0.398281,32.4797444,730.0,2.0
FRESAM QUALITY JOB RECRUITERS LTD,https://eemis.mglsd.go.ug/companies/FRESAMQUALITYJOBRECRUITERSLTD_23593734,LUNGUJJA,,+256-771-023037,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1983_1708516097.jpeg,E24050035,31/5/2024,30/5/2026,"KAMPALA, Kampala, Uganda ",Uganda , +256-771-023037 , fresamqualityjobrecruiters@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3096566000000001,32.5404887,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3096566000000001,32.5404887,,
